Title,Journal,PMID,Year,x,y,Labels,Colors
The application of a frequency oscillation method for tooth extraction in dogs.,Laboratory animal science,1134040,1975.0,6.281,-86.149,unlabeled,#D3D3D3
A spontaneous neuropathy of free-ranging Japanese macaques.,Laboratory animal science,1134041,1975.0,-37.567,-22.017,unlabeled,#D3D3D3
Renal agenesis in guinea pig and oppossum.,Laboratory animal science,1134042,1975.0,154.772,32.623,unlabeled,#D3D3D3
The effect of normothermic anoxic arrest and ventricular fibrillation on the coronary blood flow distribution of the pig.,The Journal of thoracic and cardiovascular surgery,1134111,1975.0,47.009,113.435,surgery,#006FA6
The use of methylprednisolone during cardiopulmonary bypass. A review of 427 cases.,The Journal of thoracic and cardiovascular surgery,1134112,1975.0,62.478,64.359,surgery,#006FA6
Effects of cardiac lymphatic obstruction on coronary arteries.,The Journal of thoracic and cardiovascular surgery,1134113,1975.0,42.166,89.296,surgery,#006FA6
Some advantages of the membrane oxygenator for open-heart surgery.,The Journal of thoracic and cardiovascular surgery,1134114,1975.0,181.187,80.236,surgery,#006FA6
Complications of permanent transvenous cardiac pacing.,The Journal of thoracic and cardiovascular surgery,1134115,1975.0,105.456,76.069,surgery,#006FA6
Cannulation of ascending aorta for long-term membrane oxygenator support.,The Journal of thoracic and cardiovascular surgery,1134116,1975.0,185.808,68.474,surgery,#006FA6
Fibrinolysis in cyanotic and acyanotic children before and after open intracardiac operations with the Bently Temptrol oxygenator.,The Journal of thoracic and cardiovascular surgery,1134117,1975.0,57.4,68.758,surgery,#006FA6
Radioisotope scans in the evaluation of metastatic bronchogenic carcinoma.,The Journal of thoracic and cardiovascular surgery,1134118,1975.0,106.925,102.312,surgery,#006FA6
Intrapulmonary balloon for temporary relief of pulmonary hypertension.,The Journal of thoracic and cardiovascular surgery,1134119,1975.0,177.793,71.28,surgery,#006FA6
Acute respiratory failure. Survival following ten days' support with a membrane lung.,The Journal of thoracic and cardiovascular surgery,1134120,1975.0,165.328,57.172,surgery,#006FA6
A wandering bullet. Successful removal and a simple technique to prevent its migration.,The Journal of thoracic and cardiovascular surgery,1134121,1975.0,174.908,48.302,surgery,#006FA6
"Postoperative chylothorax. Six cases in 2,500 operations, with a survey of the world literature.",The Journal of thoracic and cardiovascular surgery,1134122,1975.0,171.655,43.061,surgery,#006FA6
The histamine amides of Acacia longifolia.,Lloydia,1134208,1975.0,-204.513,48.449,unlabeled,#D3D3D3
Antimicrobial agents from higher plants.  The antimicrobially inactive components of Ptelea trifoliata L.,Lloydia,1134209,1975.0,-202.668,53.419,unlabeled,#D3D3D3
Biotransformation of tryptophan by Phaseolus vulgaris suspension culture.,Lloydia,1134210,1975.0,-143.557,-21.88,unlabeled,#D3D3D3
"Attraction of ethyl ether extracts of 232 botanicals to oriental fruit flies, melon flies, and Mediterranean fruit flies.",Lloydia,1134212,1975.0,-57.026,-62.264,unlabeled,#D3D3D3
The production of antraquinones in callus cultures of Cassia tora.,Lloydia,1134211,1975.0,-159.919,-6.537,unlabeled,#D3D3D3
"Oxidative desaturation of alpha-linoleic, linoleic, and stearic acids by human liver microsomes.",Lipids,1134219,1975.0,-121.481,66.372,unlabeled,#D3D3D3
Purification and properties of aortic cholesteryl ester hydrolase.,Lipids,1134220,1975.0,-128.489,72.218,unlabeled,#D3D3D3
Erucic acid metabolism by rat heart preparations.,Lipids,1134221,1975.0,-135.254,69.444,unlabeled,#D3D3D3
Saururaceae.  V. Composition of essential oil from foliage of Houttuynia cordata and chemo  systematics of Saururaceae.,Lloydia,1134217,1975.0,-110.26,-36.158,unlabeled,#D3D3D3
Identification and quantitation of cholanoic acids in hepatic and extra-hepatic tissues of rat.,Lipids,1134222,1975.0,-27.137,49.43,unlabeled,#D3D3D3
"Dietary and hormonal effects upon activity of ""soluble"" protein and particulate fraction of fatty acid desaturation system of rat liver microsomes.",Lipids,1134223,1975.0,-132.393,71.937,unlabeled,#D3D3D3
Investigation of Erythrina spp.  VII. Chemical constituents of Erythrina variegata var. orientalis bark.,Lloydia,1134218,1975.0,-205.819,53.005,unlabeled,#D3D3D3
Nonsteroidal secondary and tertiary amines: inhibitors of insect development and metamorphosis and delta-24-sterol reductase system of tobacco hornworm.,Lipids,1134224,1975.0,-78.327,56.77,unlabeled,#D3D3D3
Adaptive changes in delta 9 desaturase activity in rat liver.,Lipids,1134225,1975.0,1.67,88.848,unlabeled,#D3D3D3
"Mental health problems among university students, and their relationship to academic failure and withdrawal.",The Medical journal of Australia,1134406,1975.0,40.921,-131.455,unlabeled,#D3D3D3
Peripheral gangrene as the initial manifestation of polycythaemia vera.,The Medical journal of Australia,1134407,1975.0,131.628,68.2,unlabeled,#D3D3D3
Aspects of long-chain acyl-COA metabolism.,Molecular and cellular biochemistry,1134497,1975.0,-135.32,69.456,biochemistry,#b65141
The steady state activity of succinate dehydrogenase in the presence of opposing effectors. 1. The effect of L malate and CoQH2 on the enzymic activity.,Molecular and cellular biochemistry,1134499,1975.0,-144.053,72.588,biochemistry,#b65141
The uptake of glucose and gluconate by Pseudomonas putida.,Molecular and cellular biochemistry,1134500,1975.0,-143.861,31.399,biochemistry,#b65141
Mutations induced by X-radiation in the yeast Schizosaccharomyces pombe.,Mutation research,1134506,1975.0,-156.818,123.346,unlabeled,#D3D3D3
X-ray and UV-induced chromatid aberrations: evidence for polynemic chromosomes?,Mutation research,1134507,1975.0,-84.297,115.869,unlabeled,#D3D3D3
Does repair or stage sensitivity determine the shape of time-effect curves in radiation mutagenesis?,Mutation research,1134508,1975.0,-84.891,116.37,unlabeled,#D3D3D3
"Mutations to azaguanine resistance induced in cultured diploid human fibroblasts by the carcinogen, N-acetoxy-2-acetylaminofluorene.",Mutation research,1134509,1975.0,-83.741,112.661,unlabeled,#D3D3D3
Ploidy level and mutation to hypoxanthine-guanine-phosphoribosyl-transferase (HGPRT) deficiency in Chinese hamster cells.,Mutation research,1134510,1975.0,-82.188,112.63,unlabeled,#D3D3D3
Radiation-sensitive pyrimidine auxotrophs of Ustilago maydis. I. Isolation and characterization of mutants.,Mutation research,1134511,1975.0,-156.138,124.502,unlabeled,#D3D3D3
Radiation-sensitive pyrimidine auxotrophs of Ustilago maydis. II. A study of repair mechanisms and UV recovery in pyr I.,Mutation research,1134512,1975.0,-155.963,124.42,unlabeled,#D3D3D3
"6-mercaptopurine, an inducer of cytogenetic and dominant-lethal effects in premeiotic and early meiotic germ cells of male mice.",Mutation research,1134513,1975.0,-39.507,63.959,unlabeled,#D3D3D3
Cytogenetic study on individuals occupationally exposed to DDT.,Mutation research,1134514,1975.0,24.88,-44.755,unlabeled,#D3D3D3
Assessing the hemodynamic severity of acute aortic regurgitation due to infective endocarditis.,The New England journal of medicine,1134517,1975.0,76.883,68.895,unlabeled,#D3D3D3
"A comparison of effectiveness of screening for phenylketonuria in the United States, United Kingdom and Ireland.",The New England journal of medicine,1134518,1975.0,30.036,-179.391,unlabeled,#D3D3D3
Trends in survival rates of patients with cancer.,The New England journal of medicine,1134519,1975.0,97.466,-51.386,unlabeled,#D3D3D3
Family medicine in perspective.,The New England journal of medicine,1134530,1975.0,58.723,-173.201,unlabeled,#D3D3D3
Solving chemical problems with pattern recognition.,Die Naturwissenschaften,1134588,1975.0,-111.623,-54.444,unlabeled,#D3D3D3
Analytical characterization of urinary proteins by sodium dodecyl sulphate-polyacrylamide gel electrophoresis in renal disease. Clinical and histopathological correlations.,Nephron,1134611,1975.0,-105.813,17.062,unlabeled,#D3D3D3
Excretion urography toxicity studies in experimental acute renal failure.,Nephron,1134612,1975.0,84.435,46.233,unlabeled,#D3D3D3
Hypocalcemic tetany due to sodium phosphate ingestion in acute renal failure.,Nephron,1134613,1975.0,121.035,47.065,unlabeled,#D3D3D3
Sodium and water retention in experimental glomerulonephritis. The urinary natriuretic material.,Nephron,1134614,1975.0,30.118,112.898,unlabeled,#D3D3D3
Effects of renal nerves on renal hemodynamics. II. Renal denervation models.,Nephron,1134615,1975.0,27.68,112.336,unlabeled,#D3D3D3
A new end-to-end anastomosis formed without sutures for haemodialysis arteriovenous fistulas.,Nephron,1134616,1975.0,206.158,40.102,unlabeled,#D3D3D3
"Dynamic, temperature-sensitive association of 125-i-nerve growth factor in vitro with ganglionic and non-ganglionic cells from embryonic chick.",Neurobiology,1134617,1975.0,-101.189,85.095,unlabeled,#D3D3D3
Increased activity of choline acetyltransferase and acetylcholinesterase in developing cultures of chick spinal cord: a correlation with morphological development.,Neurobiology,1134618,1975.0,-51.104,93.961,unlabeled,#D3D3D3
Scanning electron microscope observations of the outgrowth from embryonic chick dorsal root ganglia in culture.,Neurobiology,1134619,1975.0,-37.867,87.028,unlabeled,#D3D3D3
Effect of L-dopa on plasma TSH levels in primary hypothyroidism.,Neuroendocrinology,1134620,1975.0,39.998,41.374,unlabeled,#D3D3D3
Further evidence of a central alpha-adrenergic inhibitory influence on the hypothalamo-pituitary-adrenal axis in the rat.,Neuroendocrinology,1134621,1975.0,28.097,131.14,unlabeled,#D3D3D3
Multiple unit activity patterns of neuronal populations in gonadotropic areas of the quail hypothalamus: spontaneous and photically-induced firing.,Neuroendocrinology,1134622,1975.0,-8.421,42.278,unlabeled,#D3D3D3
Transillumination ophthalmoscopy: i. Instrumentation and technique.,Ophthalmic surgery,1134714,1975.0,59.094,-15.533,surgery,#006FA6
A surgical stereo-video microscope.,Ophthalmic surgery,1134716,1975.0,16.237,-83.009,surgery,#006FA6
Trabeculectomy: a re-evaluation after three years and a comparison with Scheie's procedure.,Ophthalmic surgery,1134717,1975.0,55.146,-4.974,surgery,#006FA6
The use of Polyglactin 910 in muscle surgery.,Ophthalmic surgery,1134718,1975.0,171.314,-29.525,surgery,#006FA6
Stagnation thrombosis: an iris fluorescein angiography study.,Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde,1134758,1975.0,86.134,10.775,ophthalmology,#A4E804
Comparability of two methods of estimating real-depth acuity.,Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde,1134761,1975.0,61.224,-19.278,ophthalmology,#A4E804
Tendon transfers to improve grasp in patients with cervical spinal cord injury.,Paraplegia,1134825,1975.0,179.896,-47.358,unlabeled,#D3D3D3
Care of spinal cord in the armed forces of India.,Paraplegia,1134826,1975.0,77.897,-156.653,unlabeled,#D3D3D3
Passive transfer of acquired resistance to Schistosoma mansoni in laboratory mice.,Parasitology,1134831,1975.0,-59.806,0.433,unlabeled,#D3D3D3
Immune expulsion of Trichuris muris from mice during a primary infection: analysis of the components involved.,Parasitology,1134832,1975.0,-59.613,1.757,unlabeled,#D3D3D3
The chronically reserpinized rat as a possible model for cystic fibrosis. II. Comparison and cilioinhibitory effects of submaxillary saliva.,Pediatric research,1134845,1975.0,12.505,89.161,pediatric,#004D43
Glucaric acid excretion as index of hepatic glucuronidation in neonates after phenobarbital treatment.,Pediatric research,1134846,1975.0,10.967,-0.639,pediatric,#004D43
Diamino acid transport into granulocytes and liver slices of patients with lysinuric protein intolerance.,Pediatric research,1134847,1975.0,3.489,83.819,pediatric,#004D43
Rural perinatology.,Pediatrics,1134878,1975.0,71.552,-44.156,pediatric,#004D43
An analysis of air transport results in the sick newborn infant: Part I. The transport team.,Pediatrics,1134879,1975.0,133.847,-50.681,pediatric,#004D43
"Intrauterine rubella, head size, and intellect.",Pediatrics,1134880,1975.0,62.993,-44.897,pediatric,#004D43
Subcutaneous calcium deposition in the neonate associated with intravenous administration of calcium gluconate.,Pediatrics,1134881,1975.0,146.964,37.756,pediatric,#004D43
Pulmonary hypersensitivity associated with pancreatin powder exposure.,Pediatrics,1134882,1975.0,27.604,-32.185,pediatric,#004D43
Pharmacokinetics of acetaminophen in the human neonate: formation of acetaminophen glucuronide and sulfate in relation to plasma bilirubin concentration and D-glucaric acid excretion.,Pediatrics,1134883,1975.0,-25.462,54.594,pediatric,#004D43
Intestinal lymphagiectasia: a reappraisal.,Pediatrics,1134884,1975.0,183.907,26.684,pediatric,#004D43
Special devices as aids in the management of child self-mutilation in the Lesch-Nyhan syndrome.,Pediatrics,1134885,1975.0,129.768,-14.335,pediatric,#004D43
Probable neonatal propoxyphene withdrawal: a case report.,Pediatrics,1134888,1975.0,124.186,41.437,pediatric,#004D43
Chromosome investigation of Danish A. I. beef bulls.,Nordisk veterinaermedicin,1134923,1975.0,-37.096,-17.326,unlabeled,#D3D3D3
Observations on teat stenosis.,Nordisk veterinaermedicin,1134924,1975.0,133.273,-63.524,unlabeled,#D3D3D3
Acute pulmonary edema and seizures in hunting dogs.,Nordisk veterinaermedicin,1134925,1975.0,130.7,29.347,unlabeled,#D3D3D3
Characteristics of White Leghorn chickens selected for heat tolerance.,Poultry science,1135123,1975.0,-38.427,-2.342,unlabeled,#D3D3D3
The effects of elevated levels of sodium chloride on ascites and related problems in turkeys.,Poultry science,1135124,1975.0,-36.844,-20.195,unlabeled,#D3D3D3
Characteristics of the absorptive surface of the small intestine of the chicken from 1 day to 14 weeks of age.,Poultry science,1135125,1975.0,-45.96,83.719,unlabeled,#D3D3D3
Imidazole in organs of inbred chickens selected for resistance or susceptibility to lymphoid leukosis or Marek's disease.,Poultry science,1135126,1975.0,-49.861,-3.127,unlabeled,#D3D3D3
"Pleiotrophic effects of the sex-linked delayed feathering gene, K-n, in the chicken.",Poultry science,1135127,1975.0,-3.421,72.253,unlabeled,#D3D3D3
Fertility from natural matings influenced by social and physical environments in multiple-bird cages.,Poultry science,1135128,1975.0,-39.705,-3.483,unlabeled,#D3D3D3
Reproductive performance of three strains of chickens in colony-cage and floor-pen environments.,Poultry science,1135129,1975.0,-39.632,-3.303,unlabeled,#D3D3D3
Activity of eight enzymes of chicken seminal plasma in the eluent from agarose gel chromatography.,Poultry science,1135130,1975.0,-128.275,77.34,unlabeled,#D3D3D3
Alleviating mortality associated with a vitamin E-selenium deficiency by dietary ascorbic acid.,Poultry science,1135131,1975.0,-37.716,2.913,unlabeled,#D3D3D3
The effect of cropectomy on selected reproductive and physiological characteristics of laying hens.,Poultry science,1135132,1975.0,-38.946,-1.255,unlabeled,#D3D3D3
Relationship of heat tolerance and oxygen consumption in chickens.,Poultry science,1135133,1975.0,-38.6,-2.897,unlabeled,#D3D3D3
An attempt to force molt small egg-type pullets.,Poultry science,1135134,1975.0,-38.565,-2.503,unlabeled,#D3D3D3
Growth inhibition of broilers by diammonium citrate.,Poultry science,1135135,1975.0,-36.576,2.593,unlabeled,#D3D3D3
Leukopenia in neonatal Japanese quail.,Poultry science,1135136,1975.0,-43.804,84.855,unlabeled,#D3D3D3
A study of thyroid activity in dwarf and non-dwarf female chicks during key physiological states of growth and reproduction.,Poultry science,1135137,1975.0,-3.537,73.254,unlabeled,#D3D3D3
Quantitative aspects of the Staphylococcus aureus flora of poultry.,Poultry science,1135138,1975.0,-51.618,-37.154,unlabeled,#D3D3D3
Nonverbal communication during physical therapy.,Physical therapy,1135254,1975.0,69.537,-134.219,unlabeled,#D3D3D3
Following up the physical therapist assistant graduate; a curriculum evaluation process.,Physical therapy,1135255,1975.0,108.799,-180.705,unlabeled,#D3D3D3
Rehabilitation of a patient severely involved with multiple sclerosis.,Physical therapy,1135256,1975.0,181.52,-41.68,unlabeled,#D3D3D3
Cardiopulmonary resuscitation. A survey of instruction in physical therapy schools.,Physical therapy,1135260,1975.0,115.664,-178.076,unlabeled,#D3D3D3
Physical therapist assistant selection and academic success.,Physical therapy,1135261,1975.0,110.302,-177.597,unlabeled,#D3D3D3
A method of measuring the duration of foot-floor contact during walking.,Physical therapy,1135262,1975.0,-18.756,-114.832,unlabeled,#D3D3D3
Example of part-time study in undergraduate physical therapy education.,Physical therapy,1135263,1975.0,88.787,-182.04,unlabeled,#D3D3D3
"The experience of losing a job: reported changes in health, symptoms and illness behavior.",Psychosomatic medicine,1135358,1975.0,85.479,-100.51,unlabeled,#D3D3D3
Mood and somatic symptoms during pregnancy.,Psychosomatic medicine,1135360,1975.0,33.06,-96.039,unlabeled,#D3D3D3
"Pain: anxiety and attitudes in Black, white and Puerto Rican patients.",Psychosomatic medicine,1135359,1975.0,58.663,-119.906,unlabeled,#D3D3D3
Pre-operative localization of parathyroid adenomas or parathyroid hyperplasia by means of venous sampling.,Radiologia clinica,1135397,1975.0,112.514,99.604,unlabeled,#D3D3D3
99m-Tc pertechnetate uptake in the thyroid measured with a scintillation camera: a parameter of thyroid function.,Radiologia clinica,1135399,1975.0,43.692,44.94,unlabeled,#D3D3D3
Distribution of the femoral colony-forming cells in 226Ra-injected mice.,Radiologia clinica,1135402,1975.0,-39.801,69.422,unlabeled,#D3D3D3
Pleomorphic Rhabdomyosarcoma: response to irradiation.,Radiologia clinica,1135403,1975.0,154.662,98.624,unlabeled,#D3D3D3
Dilatation of biliary tract strictures: a new roentgenologic technique.,Radiologia clinica,1135404,1975.0,199.282,33.595,unlabeled,#D3D3D3
Universal indirect tomography.,Radiologia clinica,1135405,1975.0,-17.522,-94.945,unlabeled,#D3D3D3
Bile duct biopsy with the stone extraction basket. Case report.,Radiologia clinica,1135406,1975.0,199.029,33.69,unlabeled,#D3D3D3
Rare and combined vertebrobasilar dysplasias related to vascular maldevelopment at different embryonal stages.,Radiologia clinica,1135407,1975.0,144.267,15.876,unlabeled,#D3D3D3
Carcinoma of the esophagus: an analysis of results and of treatment techniques.,Radiologia clinica,1135408,1975.0,120.643,144.701,unlabeled,#D3D3D3
Clinical trial of atmospheric oxygen breathing during radiotherapy for cancer of the oropharynx.,Radiologia clinica,1135409,1975.0,109.646,154.086,unlabeled,#D3D3D3
Cancer management: a changing scene. The first Franz Buschke Lecture.,Radiologia clinica,1135410,1975.0,93.443,132.076,unlabeled,#D3D3D3
Germination of cysts in acetabularia mediterranea.,Protoplasma,1135421,1975.0,-168.172,12.665,unlabeled,#D3D3D3
"Relationship between oxygen tension, coronary vasodilation and prostaglandin biosynthesis in the isolated rabbit heart.",Prostaglandins,1135423,1975.0,43.095,115.289,unlabeled,#D3D3D3
Uptake and inactivation of a-type prostanglandins by human red cells.,Prostaglandins,1135424,1975.0,-39.985,146.876,unlabeled,#D3D3D3
"Metabolism of 17-phenyl-18,19, 20-trinor-prostaglandin F2alpha in the Cynomolgus monkey and the human female.",Prostaglandins,1135425,1975.0,-120.801,63.407,unlabeled,#D3D3D3
Stimulation by oxytocin of prostaglandin f levels in uterine venous effluent in pregnant and puerperal sheep.,Prostaglandins,1135426,1975.0,-0.726,56.525,unlabeled,#D3D3D3
Decrease of utero-placental blood flow during prostaglandin F2alpha induced abortion.,Prostaglandins,1135429,1975.0,32.712,24.297,unlabeled,#D3D3D3
"The possible mode of action of prostaglandins: VIII - cortisone, reserpine and the reversal of the antifertility efficacy of prostaglandin E1 in rats.",Prostaglandins,1135430,1975.0,-1.387,58.012,unlabeled,#D3D3D3
PGE2:PGE-2:.,Prostaglandins,1135431,1975.0,1.651,192.254,unlabeled,#D3D3D3
"Activity of prostaglandin E, F, A and B on sphincter, dilator and ciliary muscle preparations of the cat eye.",Prostaglandins,1135432,1975.0,1.113,192.134,unlabeled,#D3D3D3
Effect of prostaglandin on the blood aqueous barrier in the rabbit ciliary process.,Prostaglandins,1135433,1975.0,48.719,-0.611,unlabeled,#D3D3D3
Inhibition of the ocular effects of sodium arachidonate by anti-inflammatory compounds.,Prostaglandins,1135434,1975.0,51.726,-0.021,unlabeled,#D3D3D3
Measurement of prostaglandin F2alpha levels in human cerebrospinal fluid in normal and pathological conditions.,Prostaglandins,1135435,1975.0,29.995,53.309,unlabeled,#D3D3D3
The removal and metabolism of prostaglandin E-1 by rabbit lung.,Prostaglandins,1135436,1975.0,39.885,99.118,unlabeled,#D3D3D3
The effect of locally administered PGF2alpha on the contractility of the nonpregnant human uterus.,Prostaglandins,1135437,1975.0,29.738,33.451,unlabeled,#D3D3D3
Prostaglandin analogues and uterotonic potency: a comparative study of seven compounds.,Prostaglandins,1135438,1975.0,1.571,191.66,unlabeled,#D3D3D3
Mid-trimester abortion with intra-amniotic prostaglandin F2 alpha and intravenous oxytocin infusion.,Prostaglandins,1135439,1975.0,82.358,-34.03,unlabeled,#D3D3D3
The synthesis of prostaglandin F by human endometrium in organ culture.,Prostaglandins,1135440,1975.0,7.437,53.677,unlabeled,#D3D3D3
"Effect of castration, testosterone treatment and hereditary sterility on prostaglandin concentration in the male reproductive system of mice.",Prostaglandins,1135441,1975.0,-8.497,66.708,unlabeled,#D3D3D3
Lamb ductus arteriosus: effect of prostaglandin synthesis inhibitors on the muscle tone and the response to prostaglandin E2.,Prostaglandins,1135442,1975.0,1.244,192.508,unlabeled,#D3D3D3
"Triphasic effect of prostaglandins E1, E2 and F2alpha on the fluid transport of isolated gall-bladder of guinea-pigs.",Prostaglandins,1135443,1975.0,24.606,87.207,unlabeled,#D3D3D3
Preparation and quantitation of urinary metabolites of prostaglandin F2alpha by radioimmunoassay.,Prostaglandins,1135444,1975.0,-120.673,63.52,unlabeled,#D3D3D3
A radioimmunoassay of 15 (S) 15 methyl prostaglandin F-2alpha.,Prostaglandins,1135445,1975.0,-97.896,-45.566,unlabeled,#D3D3D3
The effects of acute and chronic morphine administration on the levels of 3-methoxy-4-hydroxphenylglycol sulfate in rat brain.,Research communications in chemical pathology and pharmacology,1135507,1975.0,14.78,166.893,pharmacology,#5B4534
Aflatoxicol H1: a major metabolite of aflatoxin B1 produced by human and rhesus monkey livers in vitro.,Research communications in chemical pathology and pharmacology,1135508,1975.0,-158.693,16.877,pharmacology,#5B4534
Preferred conformations of serotonin in relation to receptor sites.,Research communications in chemical pathology and pharmacology,1135509,1975.0,-181.232,56.028,pharmacology,#5B4534
"Phenolic metabolite, 2-ethyl-2(4-hydroxphenyl)-glutarimide in human urine following chronic ingestion of glutethimide (Doriden).",Research communications in chemical pathology and pharmacology,1135510,1975.0,-27.185,48.614,pharmacology,#5B4534
Effects of sympatholytic agents on amanita phalloides toxicity in the rat.,Research communications in chemical pathology and pharmacology,1135511,1975.0,23.251,172.895,pharmacology,#5B4534
Immunological and biochemical comparison of streptokinase and the streptokinase plasminogen complex.,Research communications in chemical pathology and pharmacology,1135512,1975.0,-106.596,73.143,pharmacology,#5B4534
Effect of renal microsomes and renal lysosomes on in vitro hepatic fatty acid synthesis.,Research communications in chemical pathology and pharmacology,1135513,1975.0,-130.738,80.813,pharmacology,#5B4534
Effect of clofibrate on cholesterol and lipid metabolism in ethanol - treated mice.,Research communications in chemical pathology and pharmacology,1135514,1975.0,0.765,89.994,pharmacology,#5B4534
Lipids and other components of human jejunal and ileal mucosa.,Research communications in chemical pathology and pharmacology,1135515,1975.0,-36.728,-3.194,pharmacology,#5B4534
Delta-9 -tetrahydrocannabinol and decreased macrophage migration inhibition activity.,Research communications in chemical pathology and pharmacology,1135516,1975.0,-56.613,106.797,pharmacology,#5B4534
The glycogen-depleting effect of exogenous maternal epinephrine on the liver of the fetal rat during the sixteenth day of gestation.,Research communications in chemical pathology and pharmacology,1135518,1975.0,8.368,64.415,pharmacology,#5B4534
The prevalence of hemagglutination-inhibition (HI) antibodies to influenza viruses A/swine/ILL/63 and A/swine/Taiwan/7310/70 (H3N2) in Illinois swine herds--1971 to 1973.,Research communications in chemical pathology and pharmacology,1135519,1975.0,-27.349,-22.954,pharmacology,#5B4534
Sex dependent toxicity of four chemicals.,Research communications in chemical pathology and pharmacology,1135520,1975.0,-19.645,75.528,pharmacology,#5B4534
Marked elevation of plasma renin activity during post diuretic sodium conservation in furosemide stimulated subjects.,Research communications in chemical pathology and pharmacology,1135521,1975.0,33.654,113.337,pharmacology,#5B4534
The effect of seasonal variation on benzene potentiation of rabbit kidney histidine decarboxylase.,Research communications in chemical pathology and pharmacology,1135522,1975.0,-6.633,79.702,pharmacology,#5B4534
1-methyl-4piperidyl-bis (P-chlorophenoxy) acetate: a new hypolipidemic peroxisome proliferator.,Research communications in chemical pathology and pharmacology,1135523,1975.0,-27.007,62.452,pharmacology,#5B4534
Liver glycogen accumulation after cyanate treatment.,Research communications in chemical pathology and pharmacology,1135524,1975.0,-0.012,86.037,pharmacology,#5B4534
Pentagastrin increases phenylalanine and decreases histidine incorporation to proteins of rat stomach.,Research communications in chemical pathology and pharmacology,1135525,1975.0,23.436,85.123,pharmacology,#5B4534
Immunological memory: stable IgG patterns determine in vivo responsiveness at the clonal level.,Scandinavian journal of immunology,1135609,1975.0,-62.939,106.851,immunology,#8FB0FF
Hydroxyproline levels and collagenolytic activity in synovial fluids of patients with rheumatic diseases.,Scandinavian journal of rheumatology,1135610,1975.0,35.243,63.41,unlabeled,#D3D3D3
Bone loss in patients with rheumatoid arthritis.,Scandinavian journal of rheumatology,1135611,1975.0,50.041,12.717,unlabeled,#D3D3D3
Effect of short-term physical training on patients with rheumatoid arthritis I.,Scandinavian journal of rheumatology,1135612,1975.0,133.62,-82.716,unlabeled,#D3D3D3
Effect of short-term physical training on patients with rheumatoid arthritis. a six-month follow-up study.,Scandinavian journal of rheumatology,1135613,1975.0,146.702,-76.062,unlabeled,#D3D3D3
X-ray changes in connection with late synovectomy of the hand in rheumatoid arthritis.,Scandinavian journal of rheumatology,1135614,1975.0,165.793,-68.678,unlabeled,#D3D3D3
Vocational and social adjustment after laryngectomy.,Scandinavian journal of rehabilitation medicine,1135615,1975.0,124.99,-111.863,rehabilitation,#6B002C
The post-stroke hemiplegic patient. 1. a method for evaluation of physical performance.,Scandinavian journal of rehabilitation medicine,1135616,1975.0,-6.786,-115.34,rehabilitation,#6B002C
One-legged pedalling compared with two-legged pedalling on a bicycle ergometer as a basis for assessing physical condition in terms of the cardio-respiratory response to exercise.,Scandinavian journal of rehabilitation medicine,1135617,1975.0,79.127,-1.525,rehabilitation,#6B002C
Dyslexia: patterns of disability and recovery.,Scandinavian journal of rehabilitation medicine,1135618,1975.0,-12.266,-174.871,rehabilitation,#6B002C
Analysis of compensatory muscles during walking in paraplegic patients.,Scandinavian journal of rehabilitation medicine,1135619,1975.0,149.477,-89.808,rehabilitation,#6B002C
Neuronal excitability modulation over the sleep cycle: a structural and mathematical model.,"Science (New York, N.Y.)",1135627,1975.0,-32.579,-146.26,unlabeled,#D3D3D3
Colonial nervous control of lophophore retraction in cheilostome Bryozoa.,"Science (New York, N.Y.)",1135628,1975.0,-69.191,62.153,unlabeled,#D3D3D3
The Filipino and gout.,Seminars in arthritis and rheumatism,1135632,1975.0,-7.653,10.791,unlabeled,#D3D3D3
Distribution of gold Au 198 after intraperitoneal injection in animals.,Southern medical journal,1135642,1975.0,-40.194,50.324,unlabeled,#D3D3D3
Physician suicide risk: practical recognition and management.,Southern medical journal,1135644,1975.0,54.635,-159.174,unlabeled,#D3D3D3
Avoidable fitfalls in augmentation mammaplasty.,Southern medical journal,1135645,1975.0,178.35,-18.976,unlabeled,#D3D3D3
Anuria resulting from extrinsic ureteral compression.,Southern medical journal,1135646,1975.0,173.08,29.05,unlabeled,#D3D3D3
Colonoscopy: Its principles and applications.,Southern medical journal,1135647,1975.0,109.098,-3.842,unlabeled,#D3D3D3
Anesthesia for intracranial aneurysms.,Southern medical journal,1135648,1975.0,128.673,-14.366,unlabeled,#D3D3D3
An evaluation of the management of hypertensive patients.,Southern medical journal,1135649,1975.0,81.286,-115.781,unlabeled,#D3D3D3
Prosthetic fitting immediately after below-knee amputation.,Southern medical journal,1135652,1975.0,179.846,-38.904,unlabeled,#D3D3D3
Tuberculosis without fever.,Southern medical journal,1135655,1975.0,108.346,33.658,unlabeled,#D3D3D3
Xanthomatous inflammatory pseudotumor of the lung.,Southern medical journal,1135656,1975.0,17.266,74.796,unlabeled,#D3D3D3
Sugar intake and dental caries in pupils in four South African ethnic groups.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135698,1975.0,33.287,-68.839,unlabeled,#D3D3D3
